要素ID,DAOLU_ID,道路名称,几何类型,坐标系,长度（米）,最小经度,最大经度,最小纬度,最大纬度,经纬度坐标点列表
360,DAOLU_2022_359,解放路,LineString,EPSG:4326 (WGS84经纬度),863.65,118.805195,118.805314,32.034223,32.042011,"[(118.805195, 32.034223), (118.805263, 32.036743), (118.805263, 32.037931), (118.805263, 32.038791), (118.805314, 32.041059), (118.805301, 32.042011)]"
361,DAOLU_2022_360,下浮桥,LineString,EPSG:4326 (WGS84经纬度),49.93,118.767484,118.767774,32.029005,32.029381,"[(118.767774, 32.029381), (118.767484, 32.029005)]"
362,DAOLU_2022_361,内环南线,LineString,EPSG:4326 (WGS84经纬度),161.55,118.759534,118.760861,32.012909,32.013827,"[(118.760861, 32.012909), (118.760226, 32.013353), (118.759534, 32.013827)]"
363,DAOLU_2022_362,太平巷,LineString,EPSG:4326 (WGS84经纬度),359.13,118.786889,118.790553,32.033752,32.034617,"[(118.790553, 32.033752), (118.788309, 32.034281), (118.787694, 32.034426), (118.786889, 32.034617)]"
364,DAOLU_2022_363,内环南线,LineString,EPSG:4326 (WGS84经纬度),119.35,118.763458,118.764656,32.011304,32.011646,"[(118.764656, 32.011304), (118.763458, 32.011646)]"
365,DAOLU_2022_364,常府街,LineString,EPSG:4326 (WGS84经纬度),72.13,118.796442,118.79718,32.034586,32.034754,"[(118.79718, 32.034586), (118.796442, 32.034754)]"
366,DAOLU_2022_365,御道街,LineString,EPSG:4326 (WGS84经纬度),583.68,118.811752,118.812324,32.033833,32.039074,"[(118.811752, 32.033833), (118.811937, 32.035611), (118.812195, 32.038119), (118.812324, 32.039074)]"
367,DAOLU_2022_366,五福巷,LineString,EPSG:4326 (WGS84经纬度),535.88,118.765831,118.767679,32.02094,32.025506,"[(118.767679, 32.025506), (118.766931, 32.023871), (118.766863, 32.023723), (118.766689, 32.023304), (118.766334, 32.022317), (118.765831, 32.02094)]"
368,DAOLU_2022_367,小王府巷,LineString,EPSG:4326 (WGS84经纬度),274.89,118.771717,118.774354,32.035529,32.036418,"[(118.774354, 32.035529), (118.772859, 32.036074), (118.772442, 32.036224), (118.772374, 32.036155), (118.771717, 32.036418)]"
369,DAOLU_2022_368,大中桥,LineString,EPSG:4326 (WGS84经纬度),57.65,118.794684,118.795282,32.028507,32.028609,"[(118.794684, 32.028609), (118.795282, 32.028507)]"
370,DAOLU_2022_369,旧王府,LineString,EPSG:4326 (WGS84经纬度),411.67,118.781293,118.782269,32.024934,32.028552,"[(118.782269, 32.028552), (118.781939, 32.027276), (118.781696, 32.02646), (118.781583, 32.026024), (118.781398, 32.025329), (118.781332, 32.025082), (118.781313, 32.025012), (118.781293, 32.024934)]"
371,DAOLU_2022_370,太平南路,LineString,EPSG:4326 (WGS84经纬度),69.62,118.78501,118.785164,32.028738,32.029352,"[(118.785164, 32.029352), (118.785031, 32.028822), (118.78501, 32.028738)]"
372,DAOLU_2022_371,内环东线,LineString,EPSG:4326 (WGS84经纬度),1727.24,118.790977,118.794999,32.00734,32.022433,"[(118.791026, 32.00734), (118.791026, 32.007616), (118.790989, 32.009087), (118.790977, 32.009697), (118.790989, 32.009998), (118.791005, 32.010298), (118.791069, 32.010654), (118.791359, 32.011507), (118.791813, 32.012654), (118.792417, 32.014235), (118.793181, 32.016389), (118.793867, 32.018184), (118.794228, 32.019294), (118.794549, 32.020537), (118.794905, 32.022048), (118.794999, 32.022433)]"
373,DAOLU_2022_372,光华路,LineString,EPSG:4326 (WGS84经纬度),111.79,118.825336,118.826519,32.021438,32.02148,"[(118.825336, 32.02148), (118.825607, 32.02147), (118.826519, 32.021438)]"
374,DAOLU_2022_373,中山南路,LineString,EPSG:4326 (WGS84经纬度),44.12,118.778854,118.778865,32.043438,32.043836,"[(118.778854, 32.043438), (118.778865, 32.043836)]"
375,DAOLU_2022_374,马路街,LineString,EPSG:4326 (WGS84经纬度),526.71,118.793322,118.794548,32.030472,32.035104,"[(118.793322, 32.030472), (118.794028, 32.032837), (118.794258, 32.033852), (118.794277, 32.033934), (118.794351, 32.034259), (118.794548, 32.035104)]"
376,DAOLU_2022_375,莫愁路,LineString,EPSG:4326 (WGS84经纬度),162.44,118.767544,118.768385,32.034198,32.035475,"[(118.767544, 32.034198), (118.767919, 32.034793), (118.768382, 32.035471), (118.768385, 32.035475)]"
377,DAOLU_2022_376,中山南路,LineString,EPSG:4326 (WGS84经纬度),556.05,118.769998,118.77206,32.009804,32.014486,"[(118.769998, 32.009804), (118.770501, 32.010666), (118.770975, 32.011537), (118.771209, 32.012119), (118.771538, 32.01294), (118.771774, 32.013604), (118.77206, 32.014486)]"
378,DAOLU_2022_377,贡院街,LineString,EPSG:4326 (WGS84经纬度),271.64,118.780467,118.782757,32.019771,32.021183,"[(118.780467, 32.019771), (118.780501, 32.019844), (118.780643, 32.020014), (118.780794, 32.020142), (118.781005, 32.02027), (118.781449, 32.020464), (118.78253, 32.020983), (118.782757, 32.021183)]"
379,DAOLU_2022_378,长虹路,LineString,EPSG:4326 (WGS84经纬度),197.45,118.758759,118.759422,32.014203,32.01589,"[(118.759422, 32.01589), (118.759138, 32.0151), (118.758988, 32.014663), (118.758759, 32.014203)]"
380,DAOLU_2022_379,新巷,LineString,EPSG:4326 (WGS84经纬度),245.58,118.791783,118.79254,32.038603,32.040722,"[(118.791783, 32.038603), (118.791988, 32.039172), (118.792153, 32.039625), (118.792278, 32.040026), (118.79254, 32.040722)]"
381,DAOLU_2022_380,瑞金路,LineString,EPSG:4326 (WGS84经纬度),1348.41,118.797503,118.811752,32.033833,32.034534,"[(118.811752, 32.033833), (118.811634, 32.033841), (118.811304, 32.033851), (118.809678, 32.033963), (118.809205, 32.033975), (118.80863, 32.03401), (118.80805, 32.034047), (118.807133, 32.034104), (118.805195, 32.034223), (118.803537, 32.03432), (118.801924, 32.034415), (118.801, 32.034442), (118.797503, 32.034534)]"
382,DAOLU_2022_381,中华路,LineString,EPSG:4326 (WGS84经纬度),20.34,118.78109,118.781154,32.030924,32.031099,"[(118.78109, 32.030924), (118.781154, 32.031099)]"
383,DAOLU_2022_382,明故宫路,LineString,EPSG:4326 (WGS84经纬度),312.25,118.812457,118.813345,32.039067,32.041451,"[(118.812457, 32.039067), (118.812828, 32.039078), (118.813076, 32.039214), (118.813212, 32.040411), (118.813345, 32.041451)]"
384,DAOLU_2022_383,建康路,LineString,EPSG:4326 (WGS84经纬度),609.75,118.789234,118.794684,32.025783,32.028609,"[(118.789234, 32.025783), (118.789387, 32.025813), (118.789719, 32.025841), (118.790513, 32.02609), (118.791267, 32.026464), (118.791748, 32.026732), (118.793271, 32.027667), (118.794684, 32.028609)]"
385,DAOLU_2022_384,仙鹤桥,LineString,EPSG:4326 (WGS84经纬度),39.43,118.770851,118.771052,32.026712,32.027024,"[(118.770851, 32.026712), (118.771052, 32.027024)]"
386,DAOLU_2022_385,三条巷,LineString,EPSG:4326 (WGS84经纬度),849.86,118.794548,118.796441,32.035104,32.042594,"[(118.794548, 32.035104), (118.794814, 32.036094), (118.795234, 32.037559), (118.795308, 32.037831), (118.795336, 32.037947), (118.795426, 32.038334), (118.795609, 32.039154), (118.795844, 32.040087), (118.796132, 32.041127), (118.796335, 32.041979), (118.796356, 32.042161), (118.796441, 32.042594)]"
387,DAOLU_2022_386,武定桥,LineString,EPSG:4326 (WGS84经纬度),34.84,118.780623,118.780966,32.019686,32.019803,"[(118.780966, 32.019686), (118.780623, 32.019803)]"
388,DAOLU_2022_387,升州路,LineString,EPSG:4326 (WGS84经纬度),94.61,118.765404,118.766188,32.031307,32.031838,"[(118.765404, 32.031838), (118.766188, 32.031307)]"
389,DAOLU_2022_388,白下路,LineString,EPSG:4326 (WGS84经纬度),1166.33,118.782684,118.794684,32.028609,32.030966,"[(118.794684, 32.028609), (118.793915, 32.028789), (118.79316, 32.02898), (118.791986, 32.029276), (118.789273, 32.029952), (118.788127, 32.030244), (118.787822, 32.030298), (118.78559, 32.030652), (118.784766, 32.030792), (118.783869, 32.030898), (118.782849, 32.030959), (118.782684, 32.030966)]"
390,DAOLU_2022_389,香雅巷,LineString,EPSG:4326 (WGS84经纬度),232.47,118.801768,118.802543,32.024984,32.026973,"[(118.802543, 32.026973), (118.801803, 32.025084), (118.801768, 32.024984)]"
391,DAOLU_2022_390,城佐村,LineString,EPSG:4326 (WGS84经纬度),182.7,118.790553,118.792401,32.033266,32.033752,"[(118.792401, 32.033266), (118.791931, 32.033389), (118.790553, 32.033752)]"
392,DAOLU_2022_391,五福巷,LineString,EPSG:4326 (WGS84经纬度),271.32,118.789656,118.792403,32.030649,32.031365,"[(118.789656, 32.031365), (118.791137, 32.03099), (118.792403, 32.030649)]"
393,DAOLU_2022_392,仁寿里,LineString,EPSG:4326 (WGS84经纬度),194.01,118.793312,118.795308,32.037831,32.038244,"[(118.795308, 32.037831), (118.794924, 32.03791), (118.794819, 32.037932), (118.794661, 32.037965), (118.794526, 32.037992), (118.794509, 32.037996), (118.794073, 32.038097), (118.793312, 32.038244)]"
394,DAOLU_2022_393,水西门大街,LineString,EPSG:4326 (WGS84经纬度),25.14,118.764075,118.764339,32.032154,32.032185,"[(118.764339, 32.032154), (118.764075, 32.032185)]"
395,DAOLU_2022_394,内环南线,LineString,EPSG:4326 (WGS84经纬度),398.99,118.771205,118.775212,32.00833,32.009465,"[(118.775212, 32.00833), (118.774485, 32.008517), (118.773705, 32.008731), (118.771205, 32.009465)]"
396,DAOLU_2022_395,罗廊巷,LineString,EPSG:4326 (WGS84经纬度),698.79,118.763231,118.766437,32.039482,32.044623,"[(118.766437, 32.044623), (118.766397, 32.044432), (118.766168, 32.043447), (118.765855, 32.042095), (118.765468, 32.040993), (118.765305, 32.040665), (118.764769, 32.040036), (118.764055, 32.039649), (118.763231, 32.039482)]"
397,DAOLU_2022_396,长乐路,LineString,EPSG:4326 (WGS84经纬度),894.33,118.780966,118.78965,32.016484,32.019686,"[(118.78965, 32.016484), (118.789386, 32.016571), (118.78883, 32.016791), (118.787799, 32.017241), (118.787088, 32.01749), (118.786061, 32.017849), (118.783723, 32.018645), (118.781183, 32.019606), (118.780966, 32.019686)]"
398,DAOLU_2022_397,镇淮西桥,LineString,EPSG:4326 (WGS84经纬度),25.51,118.776213,118.776403,32.015661,32.015825,"[(118.776403, 32.015825), (118.776213, 32.015661)]"
399,DAOLU_2022_398,淮海路,LineString,EPSG:4326 (WGS84经纬度),559.88,118.782254,118.788047,32.038412,32.039454,"[(118.788047, 32.038412), (118.787007, 32.038537), (118.786168, 32.038638), (118.785607, 32.038734), (118.785269, 32.038809), (118.784187, 32.039048), (118.783268, 32.039227), (118.782254, 32.039454)]"
400,DAOLU_2022_399,明故宫路,LineString,EPSG:4326 (WGS84经纬度),28.69,118.812154,118.812457,32.039067,32.039083,"[(118.812154, 32.039083), (118.812297, 32.039076), (118.812457, 32.039067)]"
401,DAOLU_2022_400,中华路,LineString,EPSG:4326 (WGS84经纬度),86.7,118.776403,118.776962,32.015825,32.016423,"[(118.776962, 32.016423), (118.776767, 32.016092), (118.77674, 32.016067), (118.776601, 32.015942), (118.776403, 32.015825)]"
402,DAOLU_2022_401,内环西线,LineString,EPSG:4326 (WGS84经纬度),809.58,118.762848,118.763956,32.022159,32.029385,"[(118.763956, 32.029385), (118.763891, 32.028206), (118.7638, 32.027245), (118.763622, 32.026055), (118.763394, 32.024877), (118.763324, 32.024629), (118.763126, 32.023934), (118.76292, 32.022973), (118.762848, 32.022159)]"
403,DAOLU_2022_402,俞家巷,LineString,EPSG:4326 (WGS84经纬度),251.26,118.774263,118.775725,32.03928,32.040713,"[(118.775341, 32.03928), (118.775725, 32.040089), (118.775332, 32.040249), (118.775002, 32.040382), (118.774263, 32.040713)]"
404,DAOLU_2022_403,升州路,LineString,EPSG:4326 (WGS84经纬度),26.56,118.764339,118.764605,32.032077,32.032154,"[(118.764339, 32.032154), (118.764605, 32.032077)]"
405,DAOLU_2022_404,甘露桥,LineString,EPSG:4326 (WGS84经纬度),53.82,118.774117,118.774377,32.018375,32.018807,"[(118.774117, 32.018375), (118.774377, 32.018807)]"
406,DAOLU_2022_405,汉中路,LineString,EPSG:4326 (WGS84经纬度),206.45,118.776147,118.778327,32.043861,32.044001,"[(118.778327, 32.043861), (118.77813, 32.043868), (118.777712, 32.043895), (118.777388, 32.043911), (118.777274, 32.043918), (118.776147, 32.044001)]"
407,DAOLU_2022_406,羊皮巷,LineString,EPSG:4326 (WGS84经纬度),317.47,118.778857,118.782067,32.038027,32.038874,"[(118.782067, 32.038027), (118.781934, 32.038063), (118.781401, 32.03821), (118.780845, 32.03835), (118.780296, 32.038489), (118.778857, 32.038874)]"
408,DAOLU_2022_407,太平南路,LineString,EPSG:4326 (WGS84经纬度),149.72,118.785164,118.78559,32.029352,32.030652,"[(118.78559, 32.030652), (118.785164, 32.029352)]"
409,DAOLU_2022_408,丰富路,LineString,EPSG:4326 (WGS84经纬度),884.3,118.773176,118.77726,32.033609,32.040781,"[(118.773176, 32.033609), (118.77432, 32.035473), (118.774354, 32.035529), (118.774835, 32.036324), (118.775653, 32.037675), (118.776066, 32.038473), (118.776979, 32.040239), (118.77726, 32.040781)]"
410,DAOLU_2022_409,鼎新路,LineString,EPSG:4326 (WGS84经纬度),35.5,118.77289,118.77304,32.033051,32.033344,"[(118.77289, 32.033051), (118.77304, 32.033344)]"
411,DAOLU_2022_410,东铁管巷,LineString,EPSG:4326 (WGS84经纬度),324.84,118.775632,118.778858,32.042003,32.042949,"[(118.775632, 32.042949), (118.775722, 32.042917), (118.777958, 32.042125), (118.778453, 32.042003), (118.778858, 32.042004)]"
412,DAOLU_2022_411,中华路,LineString,EPSG:4326 (WGS84经纬度),201.5,118.778998,118.779613,32.023461,32.025201,"[(118.779613, 32.025201), (118.779212, 32.024101), (118.779172, 32.023993), (118.778998, 32.023461)]"
413,DAOLU_2022_412,长乐路,LineString,EPSG:4326 (WGS84经纬度),63.12,118.79149,118.792158,32.016425,32.016432,"[(118.79149, 32.016432), (118.792158, 32.016425)]"
414,DAOLU_2022_413,象房村路,LineString,EPSG:4326 (WGS84经纬度),149.69,118.799975,118.801475,32.023636,32.024071,"[(118.799975, 32.024071), (118.800035, 32.024054), (118.801475, 32.023636)]"
415,DAOLU_2022_414,来凤街,LineString,EPSG:4326 (WGS84经纬度),67.07,118.767774,118.768183,32.029381,32.029876,"[(118.768183, 32.029876), (118.767842, 32.02947), (118.767774, 32.029381)]"
416,DAOLU_2022_415,承天大道,LineString,EPSG:4326 (WGS84经纬度),68.45,118.825278,118.825336,32.020865,32.02148,"[(118.825278, 32.020865), (118.825335, 32.021433), (118.825336, 32.02148)]"
417,DAOLU_2022_416,延龄巷,LineString,EPSG:4326 (WGS84经纬度),593.74,118.78567,118.787482,32.037132,32.042245,"[(118.78567, 32.037132), (118.785792, 32.037456), (118.785927, 32.037885), (118.785964, 32.038), (118.786168, 32.038638), (118.786575, 32.040252), (118.786654, 32.040473), (118.786933, 32.04115), (118.787333, 32.041949), (118.787482, 32.042245)]"
418,DAOLU_2022_417,象房村路,LineString,EPSG:4326 (WGS84经纬度),206.55,118.801616,118.803741,32.023153,32.023591,"[(118.801616, 32.023591), (118.803741, 32.023153)]"
419,DAOLU_2022_418,中山南路,LineString,EPSG:4326 (WGS84经纬度),173.27,118.772467,118.773039,32.015357,32.016824,"[(118.772467, 32.015357), (118.772594, 32.015775), (118.772805, 32.016524), (118.773039, 32.016824)]"
420,DAOLU_2022_419,徐家巷,LineString,EPSG:4326 (WGS84经纬度),401.72,118.767842,118.771239,32.027305,32.02947,"[(118.767842, 32.02947), (118.768189, 32.029234), (118.768566, 32.028976), (118.768948, 32.028699), (118.769393, 32.028394), (118.76998, 32.027994), (118.770431, 32.027715), (118.770892, 32.027448), (118.771239, 32.027305)]"
421,DAOLU_2022_420,白下路,LineString,EPSG:4326 (WGS84经纬度),222.04,118.778913,118.781154,32.031099,32.031706,"[(118.781154, 32.031099), (118.778913, 32.031706)]"
422,DAOLU_2022_421,中山门大街,LineString,EPSG:4326 (WGS84经纬度),296.65,118.823519,118.826606,32.041884,32.042106,"[(118.826606, 32.041995), (118.825161, 32.04207), (118.824178, 32.042106), (118.823665, 32.041946), (118.823519, 32.041884)]"
423,DAOLU_2022_422,蓝旗街,LineString,EPSG:4326 (WGS84经纬度),876.18,118.811139,118.818524,32.026354,32.028371,"[(118.811139, 32.028371), (118.818512, 32.027962), (118.818524, 32.026354)]"
424,DAOLU_2022_423,集庆路,LineString,EPSG:4326 (WGS84经纬度),142.67,118.773792,118.775244,32.021076,32.021429,"[(118.775244, 32.021429), (118.775107, 32.021397), (118.773872, 32.021096), (118.773792, 32.021076)]"
425,DAOLU_2022_424,来燕桥,LineString,EPSG:4326 (WGS84经纬度),49.86,118.783137,118.783345,32.020466,32.02088,"[(118.783345, 32.020466), (118.783137, 32.02088)]"
426,DAOLU_2022_425,集庆门大街,LineString,EPSG:4326 (WGS84经纬度),32.34,118.760941,118.76128,32.021434,32.021471,"[(118.76128, 32.021434), (118.760941, 32.021471)]"
427,DAOLU_2022_426,水西门隧道,LineString,EPSG:4326 (WGS84经纬度),944.59,118.763719,118.764566,32.029385,32.037803,"[(118.763719, 32.037803), (118.764084, 32.036431), (118.764106, 32.036192), (118.76416, 32.035859), (118.764566, 32.033103), (118.764513, 32.032328), (118.764395, 32.031779), (118.764241, 32.030766), (118.763956, 32.029385)]"
428,DAOLU_2022_427,中山东路,LineString,EPSG:4326 (WGS84经纬度),61.14,118.778865,118.779512,32.043807,32.043836,"[(118.778865, 32.043836), (118.779512, 32.043807)]"
429,DAOLU_2022_428,明故宫路,LineString,EPSG:4326 (WGS84经纬度),310.17,118.811576,118.812154,32.039083,32.041543,"[(118.811823, 32.041543), (118.811727, 32.040554), (118.811576, 32.039334), (118.811778, 32.039152), (118.812154, 32.039083)]"
430,DAOLU_2022_429,淮海路,LineString,EPSG:4326 (WGS84经纬度),328.99,118.778858,118.782254,32.039454,32.040112,"[(118.782254, 32.039454), (118.78213, 32.039477), (118.780689, 32.039721), (118.778858, 32.040112)]"
431,DAOLU_2022_430,中华路,LineString,EPSG:4326 (WGS84经纬度),45.13,118.780948,118.78109,32.030535,32.030924,"[(118.780948, 32.030535), (118.78109, 32.030924)]"
432,DAOLU_2022_431,中山南路,LineString,EPSG:4326 (WGS84经纬度),368.75,118.778854,118.77886,32.040112,32.043438,"[(118.778858, 32.040112), (118.778857, 32.041808), (118.77886, 32.042201), (118.778854, 32.043438)]"
433,DAOLU_2022_432,中山东路,LineString,EPSG:4326 (WGS84经纬度),631.01,118.782876,118.789537,32.043122,32.043559,"[(118.782876, 32.043559), (118.784187, 32.04345), (118.785437, 32.04336), (118.78797, 32.043203), (118.789537, 32.043122)]"
434,DAOLU_2022_433,王府园路,LineString,EPSG:4326 (WGS84经纬度),55.4,118.782763,118.782849,32.030465,32.030959,"[(118.782763, 32.030465), (118.782849, 32.030959)]"
435,DAOLU_2022_434,建康路,LineString,EPSG:4326 (WGS84经纬度),879.01,118.779586,118.788794,32.024932,32.025756,"[(118.779586, 32.025125), (118.779862, 32.025063), (118.781293, 32.024934), (118.781573, 32.024932), (118.782356, 32.024962), (118.783443, 32.025154), (118.783849, 32.02523), (118.785963, 32.025555), (118.786695, 32.025643), (118.787814, 32.025717), (118.788794, 32.025756)]"
436,DAOLU_2022_435,白下路,LineString,EPSG:4326 (WGS84经纬度),145.3,118.781154,118.782684,32.030966,32.031099,"[(118.782684, 32.030966), (118.781154, 32.031099)]"
437,DAOLU_2022_436,内环西线,LineString,EPSG:4326 (WGS84经纬度),110.42,118.761203,118.76151,32.017107,32.018067,"[(118.76151, 32.018067), (118.761345, 32.017555), (118.761203, 32.017107)]"
438,DAOLU_2022_437,中华路,LineString,EPSG:4326 (WGS84经纬度),237.88,118.775684,118.776343,32.013944,32.015661,"[(118.776213, 32.015661), (118.776134, 32.015533), (118.776036, 32.015287), (118.775779, 32.014559), (118.775719, 32.014355), (118.775685, 32.014243), (118.775684, 32.014231), (118.775689, 32.014218), (118.775713, 32.014194), (118.775747, 32.014168), (118.775774, 32.014147), (118.775831, 32.014113), (118.776343, 32.013944)]"
439,DAOLU_2022_438,游府西街,LineString,EPSG:4326 (WGS84经纬度),586.47,118.782465,118.788459,32.03972,32.041084,"[(118.788459, 32.03972), (118.787476, 32.040004), (118.786575, 32.040252), (118.785795, 32.040423), (118.785166, 32.040549), (118.784661, 32.040654), (118.7837, 32.040852), (118.783407, 32.040912), (118.78304, 32.040974), (118.782465, 32.041084)]"
440,DAOLU_2022_439,长乐路,LineString,EPSG:4326 (WGS84经纬度),302.13,118.775244,118.778229,32.020647,32.021522,"[(118.778229, 32.020647), (118.777816, 32.020813), (118.776861, 32.021149), (118.775683, 32.021522), (118.775244, 32.021429)]"
441,DAOLU_2022_440,升州路,LineString,EPSG:4326 (WGS84经纬度),79.99,118.764605,118.765404,32.031838,32.032077,"[(118.764605, 32.032077), (118.765404, 32.031838)]"
442,DAOLU_2022_441,逸仙桥,LineString,EPSG:4326 (WGS84经纬度),73.53,118.79833,118.799106,32.042415,32.042469,"[(118.799106, 32.042415), (118.798494, 32.042462), (118.79833, 32.042469)]"
443,DAOLU_2022_442,金沙井,LineString,EPSG:4326 (WGS84经纬度),288.73,118.776093,118.778998,32.023461,32.02424,"[(118.778998, 32.023461), (118.77818, 32.023617), (118.777754, 32.023698), (118.777527, 32.023742), (118.776475, 32.024107), (118.776093, 32.02424)]"
444,DAOLU_2022_443,常府街,LineString,EPSG:4326 (WGS84经纬度),824.19,118.787504,118.795945,32.034848,32.036579,"[(118.795945, 32.034848), (118.795487, 32.03493), (118.794548, 32.035104), (118.79351, 32.035284), (118.793082, 32.035358), (118.792537, 32.035453), (118.79142, 32.035652), (118.790807, 32.035707), (118.789706, 32.035832), (118.789224, 32.03595), (118.788865, 32.036058), (118.78853, 32.036155), (118.788041, 32.036354), (118.787504, 32.036579)]"
445,DAOLU_2022_444,南台巷东,LineString,EPSG:4326 (WGS84经纬度),156.62,118.775087,118.776066,32.038473,32.03928,"[(118.776066, 32.038473), (118.775087, 32.038817), (118.775341, 32.03928)]"
446,DAOLU_2022_445,莫愁路,LineString,EPSG:4326 (WGS84经纬度),130.61,118.770751,118.77106,32.043191,32.044335,"[(118.770751, 32.043191), (118.770826, 32.043682), (118.77106, 32.044335)]"
447,DAOLU_2022_446,象房村路,LineString,EPSG:4326 (WGS84经纬度),426.76,118.795515,118.799975,32.024071,32.024524,"[(118.795515, 32.024524), (118.796875, 32.024502), (118.797215, 32.024502), (118.797308, 32.024496), (118.797748, 32.024467), (118.798454, 32.024407), (118.79894, 32.024331), (118.799975, 32.024071)]"
448,DAOLU_2022_447,中山南路,LineString,EPSG:4326 (WGS84经纬度),321.86,118.775244,118.776093,32.021429,32.02424,"[(118.775244, 32.021429), (118.775653, 32.022883), (118.77585, 32.023502), (118.776093, 32.02424)]"
449,DAOLU_2022_448,仓巷,LineString,EPSG:4326 (WGS84经纬度),473.72,118.767159,118.769396,32.030556,32.034337,"[(118.769388, 32.034337), (118.769396, 32.034201), (118.769384, 32.034019), (118.769202, 32.033619), (118.769137, 32.033518), (118.768837, 32.033055), (118.768173, 32.031967), (118.768082, 32.031845), (118.767191, 32.030597), (118.767159, 32.030556)]"
450,DAOLU_2022_449,尚书桥,LineString,EPSG:4326 (WGS84经纬度),44.81,118.80517,118.805174,32.031376,32.03178,"[(118.80517, 32.031376), (118.805174, 32.03178)]"
451,DAOLU_2022_450,西白菜园,LineString,EPSG:4326 (WGS84经纬度),248.23,118.789873,118.79075,32.039218,32.041328,"[(118.79075, 32.041328), (118.790519, 32.040813), (118.790266, 32.040209), (118.789873, 32.039218)]"
452,DAOLU_2022_451,中山南路,LineString,EPSG:4326 (WGS84经纬度),211.33,118.776093,118.776771,32.02424,32.026057,"[(118.776093, 32.02424), (118.776771, 32.026057)]"
453,DAOLU_2022_452,火瓦巷,LineString,EPSG:4326 (WGS84经纬度),529.17,118.783253,118.78567,32.032915,32.037132,"[(118.783253, 32.032915), (118.783364, 32.033164), (118.784004, 32.033736), (118.784187, 32.0339), (118.784439, 32.034506), (118.784758, 32.035129), (118.784968, 32.03593), (118.785099, 32.036235), (118.785293, 32.036562), (118.78567, 32.037132)]"
454,DAOLU_2022_453,长乐路,LineString,EPSG:4326 (WGS84经纬度),101.71,118.792158,118.793224,32.016409,32.016501,"[(118.792158, 32.016425), (118.792673, 32.016409), (118.793224, 32.016501)]"
455,DAOLU_2022_454,陶李王巷,LineString,EPSG:4326 (WGS84经纬度),276.25,118.763063,118.765855,32.042095,32.042836,"[(118.765855, 32.042095), (118.763063, 32.042836)]"
456,DAOLU_2022_455,大光路,LineString,EPSG:4326 (WGS84经纬度),846.52,118.796127,118.804734,32.026319,32.028373,"[(118.796127, 32.028373), (118.796467, 32.028334), (118.79716, 32.028261), (118.797774, 32.028168), (118.79825, 32.028089), (118.800042, 32.027642), (118.801598, 32.027258), (118.80228, 32.027052), (118.802543, 32.026973), (118.804734, 32.026319)]"
457,DAOLU_2022_456,瞻园路,LineString,EPSG:4326 (WGS84经纬度),410.12,118.778717,118.782757,32.021183,32.022485,"[(118.782757, 32.021183), (118.782354, 32.021437), (118.782119, 32.021522), (118.781241, 32.021757), (118.780408, 32.02198), (118.778717, 32.022485)]"
458,DAOLU_2022_457,文思巷,LineString,EPSG:4326 (WGS84经纬度),294.63,118.791438,118.791986,32.026732,32.029276,"[(118.791986, 32.029276), (118.791736, 32.028485), (118.7915, 32.027704), (118.791438, 32.027496), (118.791438, 32.027429), (118.791446, 32.027362), (118.791455, 32.027321), (118.791675, 32.026848), (118.791748, 32.026732)]"
459,DAOLU_2022_458,中华路,LineString,EPSG:4326 (WGS84经纬度),461.26,118.777096,118.778229,32.016601,32.020647,"[(118.778229, 32.020647), (118.777858, 32.019304), (118.777773, 32.018995), (118.777292, 32.01729), (118.777168, 32.016839), (118.777096, 32.016601)]"
460,DAOLU_2022_459,铜井巷,LineString,EPSG:4326 (WGS84经纬度),171.57,118.787482,118.789216,32.041786,32.042245,"[(118.789216, 32.041786), (118.787482, 32.042245)]"
461,DAOLU_2022_460,凤游寺,LineString,EPSG:4326 (WGS84经纬度),527.23,118.764577,118.765831,32.016307,32.02094,"[(118.765831, 32.02094), (118.765524, 32.019966), (118.764577, 32.016307)]"
462,DAOLU_2022_461,建康路,LineString,EPSG:4326 (WGS84经纬度),41.63,118.788794,118.789234,32.025756,32.025783,"[(118.788794, 32.025756), (118.789234, 32.025783)]"
463,DAOLU_2022_462,糯米巷,LineString,EPSG:4326 (WGS84经纬度),218.19,118.769852,118.771102,32.028824,32.030474,"[(118.769852, 32.028824), (118.769906, 32.02889), (118.77014, 32.029173), (118.770513, 32.029654), (118.770946, 32.03019), (118.771102, 32.030474)]"
464,DAOLU_2022_463,中山东路,LineString,EPSG:4326 (WGS84经纬度),63.25,118.821605,118.822258,32.040551,32.040675,"[(118.821605, 32.040675), (118.822258, 32.040551)]"
465,DAOLU_2022_464,太平南路,LineString,EPSG:4326 (WGS84经纬度),404.33,118.783849,118.78501,32.02523,32.028738,"[(118.78501, 32.028738), (118.784313, 32.026845), (118.784137, 32.026268), (118.783904, 32.025448), (118.783849, 32.02523)]"
466,DAOLU_2022_465,集庆路,LineString,EPSG:4326 (WGS84经纬度),994.52,118.762968,118.773386,32.020594,32.02125,"[(118.773386, 32.021004), (118.773293, 32.020984), (118.771867, 32.020637), (118.770746, 32.02062), (118.769545, 32.020594), (118.76819, 32.02066), (118.767746, 32.020716), (118.766141, 32.020889), (118.765831, 32.02094), (118.764837, 32.021056), (118.764338, 32.021102), (118.763427, 32.021185), (118.762968, 32.02125)]"
